Timestamp,exp_heatgen,heatgen_m6,heatgen_m5,heatgen_m4,heatgen_m3,heatgen_m2,heatgen_m1,exp_flowrate,exp_inlet,m6_in,m6_out,m5_in,m5_out,m4_in,m4_out,m3_in,m3_out,m2_in,m2_out,m1_in,m1_out,exp_outlet,Tamb,DNI,m2_T_WB,m3_T_WB
47287,57.62273483,9.572706373,11.8399184,7.236170093,11.22848321,10.07875034,7.666706418,1.645069393,59.00568438,57.03369003,58.46108259,58.36023409,60.12569213,59.87969089,60.95868098,60.7403624,62.41464893,61.76627795,63.26912706,63.08103286,64.22422051,64.22422051,25.85154032,670.0192063,72.0240261,73.04403608
47297,57.24856998,9.614414371,11.37135059,7.307187651,10.70180881,10.30265576,7.951152792,1.644903738,59.07047222,57.11490375,58.54870947,58.44233564,60.13815474,59.95388159,61.04360864,60.83068241,62.42665218,61.82740471,63.36384844,63.09998341,64.28574553,64.28574553,25.87259683,670.3879426,72.14108607,73.03319831
47307,57.94237002,9.770306522,11.34756842,7.95768579,11.2253242,10.07903308,7.562452016,1.644790976,59.1096737,57.16802099,58.62520745,58.47795456,60.17038079,60.01439129,61.20123552,60.88915128,62.56334546,61.89392587,63.39715716,63.22386707,64.3517644,64.3517644,25.89263744,669.3238749,72.19702331,73.06238428
47317,56.62140299,9.94178561,11.4166557,8.049963548,10.24521245,10.22058747,6.747198207,1.644669402,59.18409984,57.21897055,58.70189004,58.56363156,60.26654308,60.05377487,61.25450966,60.95095784,62.47913656,61.93597203,63.46047769,63.27351612,64.27993007,64.27993007,25.91147725,670.8083021,72.25471455,73.16185225
47327,57.8046552,8.867619071,11.51443038,7.414017739,11.03008028,10.52419058,8.454317154,1.644533677,59.2406722,57.26722544,58.59006999,58.61213439,60.32982224,60.19067576,61.29667646,60.98505246,62.63048642,62.01939559,63.58936246,63.34883107,64.61002049,64.61002049,25.92865401,671.2887128,72.28865945,73.19324369
47337,57.86791195,10.00070077,11.25847318,7.040120555,10.87054432,10.69855333,7.99951979,1.644380331,59.29202356,57.31542469,58.8074827,58.67877182,60.35848362,60.21731887,61.26767209,61.07809755,62.69993217,62.05454238,63.65071675,63.41086258,64.6043537,64.6043537,25.94476663,670.984242,72.33622467,73.22511438
47347,56.50155652,9.194098243,11.21530569,7.212379218,10.79458567,10.23341337,7.851774326,1.644291276,59.3187765,57.35128831,58.72310201,58.73203234,60.40542211,60.27076851,61.34689804,61.09092084,62.70153671,62.1016747,63.62856035,63.40865582,64.58018687,64.58018687,25.95972745,672.4886862,72.46708277,73.32807569
47357,58.27812079,9.405360604,12.09648853,7.31512532,11.03476883,10.0306771,8.3957004,1.644145192,59.37410015,57.41250145,58.81601034,58.76850624,60.57359697,60.30250536,61.39410023,61.19062539,62.83728167,62.15581606,63.65263741,63.49348398,64.74632698,64.74632698,25.97307937,671.0137409,72.54637297,73.38059732
47367,55.65253761,9.306913358,11.65691718,7.186131237,10.27866624,10.27390759,6.950002011,1.643966085,59.42947732,57.48039663,58.86940667,58.8398425,60.5795788,60.38052733,61.4530213,61.29823276,62.83227203,62.21270232,63.74603138,63.55034457,64.58759744,64.58759744,25.98439754,670.7124306,72.52585592,73.43589096
47377,57.87482246,9.38717856,12.17444273,7.012591429,10.76306421,10.4997467,8.037798833,1.643881756,59.46624771,57.5208827,58.92197008,58.90716277,60.72426446,60.45184282,61.49851017,61.32218815,62.92863394,62.27208258,63.8392268,63.63301042,64.83269555,64.83269555,25.99404935,670.8989058,72.69009254,73.56302697
47387,57.70741111,8.951584525,12.37444242,7.567748323,10.88336232,10.42784125,7.502432271,1.643756619,59.52759956,57.56532536,58.90153933,58.93462179,60.78176994,60.49229955,61.6219466,61.3803533,63.0049261,62.33605808,63.8926347,63.68149041,64.80138765,64.80138765,26.00238763,670.8177839,72.68917648,73.61351766
47397,57.68323874,10.04870534,11.56681221,7.078271883,10.93888693,10.22204954,7.82851285,1.643591671,59.58912005,57.61936042,59.11954452,59.00603844,60.73286266,60.54324843,61.59997271,61.40100028,63.03408074,62.39751124,63.92357412,63.73036381,64.89909253,64.89909253,26.00883044,670.9147088,72.75301576,73.64583122
47407,57.73885759,9.274132539,11.96686239,7.681440684,10.17192682,10.36351856,8.280976597,1.643488704,59.65836894,57.66898049,59.05365515,59.03556042,60.82227319,60.58531769,61.73219544,61.43228787,62.95100773,62.45704226,64.00436773,63.74683256,64.98322404,64.98322404,26.01358757,671.6658774,72.79941185,73.67842091
47417,57.81596469,10.05300812,11.56818726,7.28982298,10.28274594,10.64568525,7.976515136,1.64332263,59.72845828,57.72454264,59.2257138,59.10454599,60.83197214,60.58963196,61.67818893,61.53956437,63.07504126,62.48153527,64.07120828,63.83878232,65.02987998,65.02987998,26.0165971,671.3076764,72.84965562,73.74003056
47427,58.36581673,9.549252381,11.38346805,7.363933863,10.49030585,10.81255086,8.766305728,1.643199532,59.78499429,57.76074727,59.18684199,59.1518913,60.85190958,60.67285078,61.77258789,61.55299124,63.11962381,62.51581184,64.13056879,63.86004354,65.16921223,65.16921223,26.01818749,672.1073075,72.98463504,73.7843054
